Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
3266,cc2,"TCESD 5A Manchac","D","ESD 5 Manchaca Fire Ch. A","Fire-Tac","Travis County - Southeast Municipalities"
3267,cc3,"TCESD 5B Manchac","D","ESD 5 Manchaca Fire Ch. B","Fire-Tac","Travis County - Southeast Municipalities"
3268,cc4,"TCESD 6A LkTrav","D","ESD 6 Lake Travis Fire and Rescue Ch. A","Fire-Tac","Travis County - Southwest Municipalities"
3278,cce,"TCESD 8A Pedern","D","ESD 8 Pedernales Ch. A","Fire-Tac","Travis County - Southwest Municipalities"
3279,ccf,"TCESD 8B Pedern","D","ESD 8 Pedernales Ch. B","Fire-Tac","Travis County - Southwest Municipalities"
3282,cd2,"TCESD 11A TCFR","D","ESD 11 TC Fire and Rescue Ch. A","Fire-Tac","Travis County - Southeast Municipalities"
3283,cd3,"TCESD 11B TCFR","D","ESD 11 TC Fire and Rescue Ch. B","Fire-Tac","Travis County - Southeast Municipalities"
3284,cd4,"TCESD 9A Westlak","D","Fire (ESD #9) Ch A","Fire-Tac","Travis County - Westlake Hills"
3285,cd5,"TCESD 9B Westlak","D","Fire (ESD #9) Ch B","Fire-Tac","Travis County - Westlake Hills"
3347,d13,"CAPITALMETRO","D","Capitol Metro","Transportation","Capital Metro Transit"
3373,d2d,"APD Event ENC","DE","Event Secure","Law Tac","Austin Police"
3381,d35,"G2 R OP 17","D","G2 Regional Ops 17","Interop","Regional Ops G2"
3382,d36,"G2 R OP 18","D","G2 Regional Ops 18","Interop","Regional Ops G2"
3383,d37,"G2 R OP 19","D","G2 Regional Ops 19","Interop","Regional Ops G2"
3384,d38,"G2 R OP 20","D","G2 Regional Ops 20","Interop","Regional Ops G2"
3385,d39,"G2 R OP 21","D","G2 Regional Ops 21","Interop","Regional Ops G2"
3386,d3a,"G2 R OP 22","D","G2 Regional Ops 22","Interop","Regional Ops G2"
3387,d3b,"G2 R OP 23","D","G2 Regional Ops 23","Interop","Regional Ops G2"
3388,d3c,"G2 R OP 24","D","G2 Regional Ops 24","Interop","Regional Ops G2"
3389,d3d,"G2 R OP 25","D","G2 Regional Ops 25","Interop","Regional Ops G2"
3390,d3e,"G2 R OP 26","D","G2 Regional Ops 26","Interop","Regional Ops G2"
3391,d3f,"G2 R OP 27","D","G2 Regional Ops 27","Interop","Regional Ops G2"
3392,d40,"G2 R OP 28","D","G2 Regional Ops 28","Interop","Regional Ops G2"
3393,d41,"G2 R OP 29","D","G2 Regional Ops 29","Interop","Regional Ops G2"
3394,d42,"G2 R OP 30","D","G2 Regional Ops 30","Interop","Regional Ops G2"
3395,d43,"G2 R OP 31","D","G2 Regional Ops 31","Interop","Regional Ops G2"
3396,d44,"G1 R OP 01","D","G1 Regional Ops 1","Interop","Regional Interop G1"
3397,d45,"G1 R OP 02","D","G1 Regional Ops 2","Interop","Regional Interop G1"
3398,d46,"G1 R OP 03","D","G1 Regional Ops 3","Interop","Regional Interop G1"
3399,d47,"G1 R OP 04","D","G1 Regional Ops 4","Interop","Regional Interop G1"
3400,d48,"G1 R OP 05","D","G1 Regional Ops 5","Interop","Regional Interop G1"
3401,d49,"G1 R OP 06","D","G1 Regional Ops 6","Interop","Regional Interop G1"
3402,d4a,"G1 R OP 07","D","G1 Regional Ops 7","Interop","Regional Interop G1"
3403,d4b,"G1 R OP 08","D","G1 Regional Ops 8","Interop","Regional Interop G1"
3404,d4c,"G1 R OP 09","D","G1 Regional Ops 9","Interop","Regional Interop G1"
3405,d4d,"G1 R OP 10","D","G1 Regional Ops 10","Interop","Regional Interop G1"
3411,d53,"G1 R OP 11","D","G1 Regional Ops 11","Interop","Regional Interop G1"
3412,d54,"G1 R OP 12","D","G1 Regional Ops 12","Interop","Regional Interop G1"
3413,d55,"G1 R OP 13","D","G1 Regional Ops 13","Interop","Regional Interop G1"
3414,d56,"G1 R OP 14","D","G1 Regional Ops 14","Interop","Regional Interop G1"
3415,d57,"G1 R OP 15","D","G1 Regional Ops 15","Interop","Regional Interop G1"
3416,d58,"A1 R LE 01","D","A1 Regional Law Enforcement 1","Interop","Regional Interop A1 Law Enforcement"
3417,d59,"A1 R LE 02","D","A1 Regional Law Enforcement 2","Interop","Regional Interop A1 Law Enforcement"
3418,d5a,"A1 R LE 03","D","A1 Regional Law Enforcement 3 ","Interop","Regional Interop A1 Law Enforcement"
3419,d5b,"A1 R LE 04","D","A1 Regional Law Enforcement 4","Interop","Regional Interop A1 Law Enforcement"
3420,d5c,"A1 R LE 05","D","A1 Regional Law Enforcement 5","Interop","Regional Interop A1 Law Enforcement"
3421,d5d,"E1 R LE 15","D","E1 Regional Public Safety 15","Interop","Regional Interop E1 Public Safety"
3422,d5e,"A1 R LE 06","D","A1 Regional Law Enforcement 6","Interop","Regional Interop A1 Law Enforcement"
3423,d5f,"A1 R LE 07","D","A1 Regional Law Enforcement 7","Interop","Regional Interop A1 Law Enforcement"
3424,d60,"A1 R LE 08","D","A1 Regional Law Enforcement 8","Interop","Regional Interop A1 Law Enforcement"
3426,d62,"TCSO Lake","D","TCSO Lake Travis","Law Dispatch","Travis County Law Enforcement"
3427,d63,"LCRA Dispatch","D","LCRA Dispatch","Law Dispatch","Austin Police"
3456,d80,"MustangRidge PD1","D","Mustang Ridge Police 1","Law Tac","Travis County - Southeast Municipalities"
3457,d81,"MustangRidge PD2","D","Mustang Ridge Police 2","Law Tac","Travis County - Southeast Municipalities"
3458,d82,"Westlake PD 1","D","Police 1 (Link to VHF)","Law Dispatch","Travis County - Westlake Hills"
3459,d83,"Westlake PD 2","D","Police 2","Law Talk","Travis County - Westlake Hills"
3460,d84,"Lakeway PD 1","D","Lakeway Police 1 Dispatch","Law Dispatch","Travis County - Lakeway"
3461,d85,"Lakeway PD 2","D","Lakeway Police 2","Law Tac","Travis County - Lakeway"
3462,d86,"Manor PD 1 Disp","D","Police 1 Dispatch","Law Dispatch","Travis County - Manor"
3463,d87,"Manor PD 2","D","Police 2 Secondary","Law Talk","Travis County - Manor"
3464,d88,"Jonestown PD 1","D","Jonestown Police 1","Law Dispatch","Travis County - Northwest Municipalities"
3465,d89,"Jonestown PD 2","D","Jonestown Police 2","Law Talk","Travis County - Northwest Municipalities"
3468,d8c,"SunsetValley PD1","D","Sunset Valley Police 1","Law Tac","Travis County - Southeast Municipalities"
3469,d8d,"SunsetValley PD2","D","Sunset Valley Police 2","Law Tac","Travis County - Southeast Municipalities"
3470,d8e,"Rolling PD Tac 1","D","Police Tac-1","Law Tac","Travis County - Rollingwood"
3471,d8f,"Rolling PD Tac 2","D","Police Tac-2","Law Tac","Travis County - Rollingwood"
3472,d90,"Lago Vista PD 1","D","Lago Vista Police 1","Law Dispatch","Travis County - Northwest Municipalities"
3473,d91,"Lago Vista PD 2","D","Lago Vista Police 2","Law Tac","Travis County - Northwest Municipalities"
3474,d92,"INFO TECHNOL","D","Information Technology","Public Works","Austin Services"
3475,d93,"Austin PW 3475","D","Public Works","Public Works","Austin Services"
3476,d94,"Bee Cave PD 1","D","Police 1","Law Tac","Travis County - Bee Cave"
3477,d95,"Bee Cave PD 2","D","Police 2","Law Tac","Travis County - Bee Cave"
3478,d96,"Rolling PD Ops","D","Police Ops","Law Tac","Travis County - Rollingwood"
3480,d98,"Lakeway PD 3","D","Lakeway Police 3 Emergency","Law Dispatch","Travis County - Lakeway"
3489,da1,"DPS Cap Exec Sec","D","Capitol Security - Executive Protection","Law Tac","Texas DPS Region 7 Capitol"
3490,da2,"DPS Cap Senate","D","Capitol Security - Senate","Law Tac","Texas DPS Region 7 Capitol"
3493,da5,"DPS R6 CID 1","D","DPS CID 1","Law Tac","Texas DPS Region 6B Austin"
3494,da6,"DPS R6 CID 2","D","DPS CID 2","Law Tac","Texas DPS Region 6B Austin"
3497,da9,"DPS R6 OCU","D","DPS Organized Crime Unit","Law Tac","Texas DPS Region 6B Austin"
3509,db5,"DPS The Alamo 1","D","San Antonio DPS Alamo","Law Dispatch","Texas DPS Region 6 San Antonio"
3510,db6,"DPS The Alamo 2","D","San Antonio DPS Alamo","Law Talk","Texas DPS Region 6 San Antonio"
3512,db8,"ACC 3512","D","Austin Community College","Schools","Austin Community College"
3514,dba,"ACC PD DISP","D","Police Dispatch","Law Dispatch","Austin Community College"
3515,dbb,"ACC PD 2","D","Police Ch 2","Law Tac","Austin Community College"
3516,dbc,"ACC PD Tac","D","Police Tactical","Law Tac","Austin Community College"
3517,dbd,"ACC 3517","D","TG 3517","Schools","Austin Community College"
3519,dbf,"ST EDWD UPD 1","D","Police Dispatch","Law Dispatch","St Edwards University"
3520,dc0,"ST EDWD UPD 2","D","Police Ch. 2","Law Tac","St Edwards University"
3521,dc1,"ST EDWD UPD","D","Police","Law Tac","St Edwards University"
3522,dc2,"DPS Disp ATC 1","D","DPS Dispatch ATC 1","Law Dispatch","Texas DPS Region 6B Austin"
3523,dc3,"DPS Disp ATC 2","D","DPS Dispatch ATC 2","Law Dispatch","Texas DPS Region 6B Austin"
3524,dc4,"DPS Mobile","D","DPS Car to Car","Law Talk","Texas DPS Region 6B Austin"
3525,dc5,"DPS Cap Ptl","D","DPS Capitol Patrol","Law Dispatch","Texas DPS Region 7 Capitol"
3526,dc6,"DPS Cap PD","D","Capitol Police Division","Law Dispatch","Texas DPS Region 7 Capitol"
3527,dc7,"DPS Cap Secu","D","Capitol Fire and Safety (building security)","Security","Texas DPS Region 7 Capitol"
3528,dc8,"TXDPS OPS 1","D","Operations 1","Law Tac","Texas DPS Statewide"
3529,dc9,"TXDPS OPS 2","D","Operations 2","Law Tac","Texas DPS Statewide"
3530,dca,"DPS Cap Park","D","Capitol Fire and Safety (parking)","Security","Texas DPS Region 7 Capitol"
3531,dcb,"TXDPS SPC OPS","D","Special Operations","Law Tac","Texas DPS Statewide"
3533,dcd,"TXDPS EMERG","D","Emergencies","Law Tac","Texas DPS Statewide"
3535,dcf,"TXDPS COMMAND","D","Command","Law Tac","Texas DPS Statewide"
3538,dd2,"DPS Fleet ","D","DPS Austin Fleet Operations","Law Talk","Texas DPS Region 6B Austin"
3539,dd3,"DPS CP","De","DPS Command Post","Law Tac","Texas DPS Region 7 Capitol"
3540,dd4,"DPS Fleet","D","DPS Austin Fleet Operations","Law Talk","Texas DPS Region 6B Austin"
3542,dd6,"DPS 3542","D","DPS","Law Tac","Texas DPS Region 6B Austin"
3544,dd8,"TXDPS TRAIN 1","D","Training 1","Law Tac","Texas DPS Statewide"
3545,dd9,"TXDPS TRAIN 2","D","Training 2","Law Tac","Texas DPS Statewide"
3546,dda,"TXDPS TRAIN 3","D","Training 3","Law Tac","Texas DPS Statewide"
3547,ddb,"TXDPS TRAIN 4","D","Training 4","Law Tac","Texas DPS Statewide"
3548,ddc,"TXDPS TRAIN 5","D","Training 5","Law Tac","Texas DPS Statewide"
3550,dde,"A1 R LE 09","D","A1 Regional Law Enforcement 9","Interop","Regional Interop A1 Law Enforcement"
3551,ddf,"A1 R LE 10","D","A1 Regional Law Enforcement 10","Interop","Regional Interop A1 Law Enforcement"
3552,de0,"A1 R LE 11","D","A1 Regional Law Enforcement 11","Interop","Regional Interop A1 Law Enforcement"
3553,de1,"A1 R LE 12","D","A1 Regional Law Enforcement 12","Interop","Regional Interop A1 Law Enforcement"
3554,de2,"A1 R LE 13","D","A1 Regional Law Enforcement 13","Interop","Regional Interop A1 Law Enforcement"
3555,de3,"A1 R LE 14","D","A1 Regional Law Enforcement 14","Interop","Regional Interop A1 Law Enforcement"
3556,de4,"A1 R LE Alert","D","A1 Regional Law Enforcement Alert","Interop","Regional Interop A1 Law Enforcement"
3593,e09,"DPS CLE 1","D","DPS Criminal Law Enforcement 1","Law Tac","Texas DPS Region 6B Austin"
3609,e19,"ValVerde Co EOC","D","Emergency Operations Center","Emergency Ops","Val Verde County"
3625,e29,"ValVerde SO Disp","D","Sheriff Dispatch","Law Dispatch","Val Verde County"
3629,e2d,"DelRioFD Ops","D","Del Rio Fire Operations ","Fire-Tac","Val Verde County"
3631,e2f,"Del Rio EMS1","D","Del Rio EMS Dispatch","EMS Dispatch","Val Verde County"
3650,e42,"Del Rio PD","D","Del Rio Police Dispatch","Law Dispatch","Val Verde County"
3653,e45,"Del Rio Fire Dis","D","Del Rio Fire Dispatch","Fire Dispatch","Val Verde County"
3675,e5b,"Mav SO Disp","D","Maverick County Sheriff","Law Dispatch","Maverick County"
3676,e5c,"Mav SO Ch 2","D","Maverick County Sheriff 2","Law Tac","Maverick County"
3700,e74,"EP PD Dispatch","De","Police Dispatch","Law Dispatch","Maverick County - Eagle Pass"
3701,e75,"EP PD Tac 1","De","Police Tactical 1","Law Tac","Maverick County - Eagle Pass"
3705,e79,"EP PD Tac 5","D","Police Tactical 5","Law Tac","Maverick County - Eagle Pass"
3706,e7a,"EP Fire Response","D","Fire/EMS Response","Fire-Tac","Maverick County - Eagle Pass"
3707,e7b,"EP Fire Tac 1","D","Fire Tactical 1","Fire-Tac","Maverick County - Eagle Pass"
3708,e7c,"EP Fire Tac 2","D","Fire Tactical 2","Fire-Tac","Maverick County - Eagle Pass"
3709,e7d,"Kickapoo PS","D","Kickapoo Tribal Police and EMS Dispatch","Multi-Dispatch","Kickapoo Tribe"
3714,e82,"EP Fire Dispatch","D","Fire/EMS Dispatch","Fire Dispatch","Maverick County - Eagle Pass"
3726,e8e,"Radio Techs","D","Radio Technicians","Public Works","Combined Transportation, Emergency, and Communications Center"
3732,e94,"DPS Del Rio "A"","D","Ops "A"","Law Dispatch","Texas DPS Region 3E Del Rio"
3733,e95,"DPS Del Rio "B"","D","Ops "B"","Law Dispatch","Texas DPS Region 3E Del Rio"
3734,e96,"DPS Del Rio","D","Primary Dispatch","Law Dispatch","Texas DPS Region 3E Del Rio"
3815,ee7,"TxParks GW Disp","D","Game Warden Dispatch","Law Dispatch","Texas Parks and Wildlife"
3817,ee9,"TxParks Ch 9","D","Channel 9","Law Tac","Texas Parks and Wildlife"
3826,ef2,"TxDOT Mech","D","Mechanics","Public Works","Texas Dept of Transportation - Laredo District"
3827,ef3,"TxDOT Crews","D","Highway Crews","Public Works","Texas Dept of Transportation - Laredo District"
3831,ef7,"TxDOT Crews","D","Highway Crews","Public Works","Texas Dept of Transportation - Laredo District"
3833,ef9,"TxDOT LaSalle Co","D","LaSalle County Ops","Public Works","Texas Dept of Transportation - Laredo District"
3834,efa,"TxDOT Laredo","D","Laredo District","Public Works","Texas Dept of Transportation - Laredo District"
3842,f02,"TxDOT HERO Md/Ec","D","HERO Operations - Midland/Ector","Public Works","Texas Dept of Transportation - Odessa District"
3895,f37,"Uvalde SO 1","D","Sheriff Dispatch","Law Dispatch","Uvalde County"
3898,f3a,"Uvalde SO 2","D","Sheriff Dispatch Ch. 2","Law Tac","Uvalde County"
3920,f50,"Uvalde Law 1","D","Uvalde Police, County SO (multicast with 155.700)","Law Dispatch","Uvalde County"
3921,f51,"Uvalde Law 2","D","Uvalde Police, County SO 2","Law Tac","Uvalde County"
3922,f52,"Uvalde Law 3","D","Uvalde Police, County SO 3","Law Talk","Uvalde County"
3928,f58,"Uvalde EMS Disp","D","EMS Dispatch","EMS Dispatch","Uvalde County"
3945,f69,"Kinney SO","D","Kinney County Sheriff","Law Dispatch","Kinney County"
3947,f6b,"LAFB Fire","D","Fire Department","Fire-Tac","Laughlin Air Force Base"
3995,f9b,"Real Co SO","D","Sheriff Dispatch","Law Dispatch","Real County"
4045,fcd,"Zavala SO Disp","De","Sheriff Dispatch","Law Dispatch","Zavala County"
4050,fd2,"Crystal City PD","D","Crystal City Police Dispatch","Law Dispatch","Zavala County"
4055,fd7,"Crystal City EMS","D","Crystal City EMS Dispatch","EMS Dispatch","Zavala County"
4095,fff,"Dimmit SO Disp","De","Sheriff Dispatch","Law Dispatch","Dimmit County"
4096,1000,"Dimmit SO 2","De","Sheriff Ch 2","Law Tac","Dimmit County"
4099,1003,"Dimmit SO Tac","D","Sheriff Tactical","Law Tac","Dimmit County"
4103,1007,"Dimmit EMS Disp","D","EMS Dispatch","EMS Dispatch","Dimmit County"
4114,1012,"CSCISD Police","D","Carrizo Springs CISD Police","Law Dispatch","Dimmit County"
4145,1031,"LaSalle SO","D","Sheriff Dispatch","Law Dispatch","La Salle County "
4154,103a,"LaSalle Fire/EMS","D","Fire/EMS Primary (toned on VHF)","Fire Dispatch","La Salle County "
4195,1063,"Edw SO Disp","D","Sheriff Dispatch","Law Dispatch","Edwards County"
4328,10e8,"WC Const 4328","DE","Constables","Law Dispatch","Williamson County Law Enforcement"
4329,10e9,"WC Const 4329","DE","Constables","Law Dispatch","Williamson County Law Enforcement"
4330,10ea,"WC Const Tac 3","D","Constables Tactical 3","Law Tac","Williamson County Law Enforcement"
4334,10ee,"WC DECON 1","D","HazMat Decon 1","Fire-Tac","Williamson County Fire/EMS"
4335,10ef,"WC DECON 2","D","HazMat Decon 2","Fire-Tac","Williamson County Fire/EMS"
4336,10f0,"WC DECON 3","D","HazMat Decon 3","Fire-Tac","Williamson County Fire/EMS"
4337,10f1,"WC HZM MED4","D","HazMat Medical Tactical 4","EMS-Tac","Williamson County Fire/EMS"
4339,10f3,"WC EMS 4339","D","EMS","EMS-Tac","Williamson County Fire/EMS"
4340,10f4,"WC EMS EVT 1","D","EMS Events 1","EMS-Tac","Williamson County Fire/EMS"
4341,10f5,"WC EMS EVT 2","D","EMS Events 2","EMS-Tac","Williamson County Fire/EMS"
4342,10f6,"WC EMS DISP","DE","EMS Dispatch","EMS Dispatch","Williamson County Fire/EMS"
4343,10f7,"WC EMS TAC 2","D","EMS Tactical 2","EMS-Tac","Williamson County Fire/EMS"
4351,10ff,"WC HAZMAT","D","HazMat Primary","Fire-Tac","Williamson County Fire/EMS"
4352,1100,"WC HZM TAC1","D","HazMat Tactical 1","Fire-Tac","Williamson County Fire/EMS"
4353,1101,"WC HZM TAC2","D","HazMat Tactical 2","Fire-Tac","Williamson County Fire/EMS"
4354,1102,"WC HZM TAC3","D","HazMat Tactical 3","Fire-Tac","Williamson County Fire/EMS"
4355,1103,"WC HZM TAC4","D","HazMat Tactical 4","Fire-Tac","Williamson County Fire/EMS"
4356,1104,"WC HZM MED1","D","HazMat Medical Tactical 1","EMS-Tac","Williamson County Fire/EMS"
4357,1105,"WC HZM MED2","D","HazMat Medical Tactical 2","EMS-Tac","Williamson County Fire/EMS"
4358,1106,"WC HZM MED3","D","HazMat Medical Tactical 3","EMS-Tac","Williamson County Fire/EMS"
4359,1107,"WC HZM OPS1","D","HazMat Operations 1","Fire-Tac","Williamson County Fire/EMS"
4360,1108,"WC HZM OPS2","D","HazMat Operations 2","Fire-Tac","Williamson County Fire/EMS"
4361,1109,"WC HZM OPS3","D","HazMat Operations 3","Fire-Tac","Williamson County Fire/EMS"
4362,110a,"WC HZM OPS4","D","HazMat Operations 4","Fire-Tac","Williamson County Fire/EMS"
4363,110b,"WC HZM EMRG","D","HazMat Emergency","Fire-Tac","Williamson County Fire/EMS"
4364,110c,"NEEOC LE","D","Northeast EOC Law Enforcement","Emergency Ops","Williamson County Emergency Management"
4365,110d,"NEEOC FD","D","Northeast EOC Fire","Emergency Ops","Williamson County Emergency Management"
4366,110e,"NEEOC EMS","D","Northeast EOC EMS","Emergency Ops","Williamson County Emergency Management"
4367,110f,"NEEOC IC","D","Northeast EOC Incident Command","Emergency Ops","Williamson County Emergency Management"
4368,1110,"NWEOC LE","D","Northwest EOC Law Enforcement","Emergency Ops","Williamson County Emergency Management"
4369,1111,"NWEOC FD","D","Northwest EOC Fire","Emergency Ops","Williamson County Emergency Management"
4370,1112,"NWEOC EMS","D","Northwest EOC EMS","Emergency Ops","Williamson County Emergency Management"
4371,1113,"NWEOC IC","D","Northwest EOC Incident Command","Emergency Ops","Williamson County Emergency Management"
4372,1114,"SEEOC LE","D","Southeast EOC Law Enforcement","Emergency Ops","Williamson County Emergency Management"
4373,1115,"SEEOC FD","D","Southeast EOC Fire","Emergency Ops","Williamson County Emergency Management"
4374,1116,"SEEOC EMS","D","Southeast EOC EMS","Emergency Ops","Williamson County Emergency Management"
4375,1117,"SEEOC IC","D","Southeast EOC Incident Command","Emergency Ops","Williamson County Emergency Management"
4376,1118,"SWEOC LE","D","Southwest EOC Law Enforcement","Emergency Ops","Williamson County Emergency Management"
4377,1119,"SWEOC FD","D","Southwest EOC Fire","Emergency Ops","Williamson County Emergency Management"
4378,111a,"SWEOC EMS","D","Southwest EOC EMS","Emergency Ops","Williamson County Emergency Management"
4379,111b,"SWEOC IC","D","Southwest EOC Incident Command","Emergency Ops","Williamson County Emergency Management"
4383,111f,"WC Road 4838","D","Road and Bridge","Public Works","Williamson County Services"
4384,1120,"WC Road 4384","D","Road and Bridge","Public Works","Williamson County Services"
4385,1121,"WC Road 4385","D","Road and Bridge","Public Works","Williamson County Services"
4386,1122,"WC Road 4386","D","Road and Bridge","Public Works","Williamson County Services"
4387,1123,"WC Road 4387","D","Road and Bridge","Public Works","Williamson County Services"
4389,1125,"WC SCENE 1","D","Fire Scene  1","Multi-Tac","Williamson County Fire/EMS"
4390,1126,"WC SCENE 2","D","Fire Scene  2","Multi-Tac","Williamson County Fire/EMS"
4391,1127,"WC SCENE 3","D","Fire Scene  3","Multi-Tac","Williamson County Fire/EMS"
4392,1128,"WC SCENE 4","D","Fire Scene  4","Multi-Tac","Williamson County Fire/EMS"
4393,1129,"WC SCENE 5","D","Fire Scene  5","Multi-Tac","Williamson County Fire/EMS"
4394,112a,"WC SCENE 6","D","Fire Scene  6","Multi-Tac","Williamson County Fire/EMS"
4395,112b,"WC SCENE 7","D","Fire Scene  7","Multi-Tac","Williamson County Fire/EMS"
4396,112c,"WC SCENE 8","D","Fire Scene  8","Multi-Tac","Williamson County Fire/EMS"
4397,112d,"WC SCENE 9","D","Fire Scene  9","Multi-Tac","Williamson County Fire/EMS"
4398,112e,"WC SCENE 10","D","Fire Scene 10","Multi-Tac","Williamson County Fire/EMS"
4399,112f,"WC SCENE 11","D","Fire Scene 11","Multi-Tac","Williamson County Fire/EMS"
4400,1130,"WC SCENE 12","D","Fire Scene 12","Multi-Tac","Williamson County Fire/EMS"
4401,1131,"WC SCENE 13","D","Fire Scene 13","Multi-Tac","Williamson County Fire/EMS"
4402,1132,"WC SCENE 14","D","Fire Scene 14","Multi-Tac","Williamson County Fire/EMS"
4403,1133,"WC SCENE 15","D","Fire Scene 15","Multi-Tac","Williamson County Fire/EMS"
4404,1134,"WC SCENE 16","D","Fire Scene 16","Multi-Tac","Williamson County Fire/EMS"
4406,1136,"WCSO Tac 1","DE","Sheriff Tactical 1","Law Tac","Williamson County Law Enforcement"
4407,1137,"WCSO Tac 2","DE","Sheriff Tactical 2","Law Tac","Williamson County Law Enforcement"
4415,113f,"WC HELO 1","D","EMS Helo Ops 1","EMS-Tac","Williamson County Fire/EMS"
4416,1140,"WC HELO 2","D","EMS Helo Ops 2","EMS-Tac","Williamson County Fire/EMS"
4417,1141,"WC HELO 3","D","EMS Helo Ops 3","EMS-Tac","Williamson County Fire/EMS"
4418,1142,"WC HELO 4","D","EMS Helo Ops 4","EMS-Tac","Williamson County Fire/EMS"
4420,1144,"SB FD TALK1","DE","Sam Bass FD Talk 1","Fire-Talk","Williamson County Fire/EMS"
4424,1148,"WC Tx DPS","D","Texas DPS Williamson County","Law Dispatch","Williamson County Law Enforcement"
4425,1149,"WC FIRE 1","D","Fire  1","Fire-Tac","Williamson County Fire/EMS"
4426,114a,"WC FIRE 2","D","Fire  2","Fire-Tac","Williamson County Fire/EMS"
4427,114b,"WC FIRE 3","D","Fire  3","Fire-Tac","Williamson County Fire/EMS"
4428,114c,"WC FIRE 4","D","Fire  4","Fire-Tac","Williamson County Fire/EMS"
4429,114d,"WC FIRE 5","D","Fire  5","Fire-Tac","Williamson County Fire/EMS"
4430,114e,"WC FIRE 6","D","Fire  6","Fire-Tac","Williamson County Fire/EMS"
4431,114f,"WC FIRE 7","D","Fire  7","Fire-Tac","Williamson County Fire/EMS"
4432,1150,"WC FIRE 8","D","Fire  8","Fire-Tac","Williamson County Fire/EMS"
4433,1151,"WC FIRE 9","D","Fire  9","Fire-Tac","Williamson County Fire/EMS"
4434,1152,"WC FIRE 10","D","Fire 10","Fire-Tac","Williamson County Fire/EMS"
4435,1153,"WC FIRE 11","D","Fire 11","Fire-Tac","Williamson County Fire/EMS"
4436,1154,"WC FIRE 12","D","Fire 12","Fire-Tac","Williamson County Fire/EMS"
4437,1155,"WC FIRE 13","D","Fire 13","Fire-Tac","Williamson County Fire/EMS"
4438,1156,"WC FIRE 14","D","Fire 14","Fire-Tac","Williamson County Fire/EMS"
4439,1157,"WC FD W Admin","D","West Fire Administration","Fire-Talk","Williamson County Fire/EMS"
4440,1158,"WCSO Call 1","DE","Sheriff West Dispatch","Law Dispatch","Williamson County Law Enforcement"
4441,1159,"WCSO Call 2","DE","Sheriff East Dispatch","Law Dispatch","Williamson County Law Enforcement"
4463,116f,"WCSO Traf 1","DE","Sheriff Traffic 1","Law Tac","Williamson County Law Enforcement"
4464,1170,"WCSO Traf 2","DE","Sheriff Traffic 2","Law Tac","Williamson County Law Enforcement"
4468,1174,"WC HOSP","D","WC Hospitals","Emergency Ops","Williamson County Emergency Management"
4469,1175,"WC W MED 3","DE","West Med 3","EMS-Tac","Williamson County Fire/EMS"
4470,1176,"WC W FIRE 3","D","West Fire 3","Fire-Tac","Williamson County Fire/EMS"
4471,1177,"WC W FIRE 4","D","West Fire 4","Fire-Tac","Williamson County Fire/EMS"
4472,1178,"JLLYVIL MED1","D","Jollyville Med 1","EMS-Tac","Williamson County Fire/EMS"
4473,1179,"WC W SCENE 1","D","West Scene 1","Fire-Tac","Williamson County Fire/EMS"
4474,117a,"WC W SCENE 2","D","West Scene 2","Fire-Tac","Williamson County Fire/EMS"
4475,117b,"SAMBASS MED1","DE","Sam Bass Med 1","EMS-Tac","Williamson County Fire/EMS"
4476,117c,"WC W SCENE 4","D","West Scene 4","Fire-Tac","Williamson County Fire/EMS"
4477,117d,"WC W MED 2","DE","West Med 2","EMS-Tac","Williamson County Fire/EMS"
4478,117e,"Leander FD Fire1","D","Fire 1 ","Fire-Tac","Williamson Co - Leander"
4479,117f,"Leander FD Fire2","D","Fire 2 ","Fire-Tac","Williamson Co - Leander"
4480,1180,"WC W MED 1","DE","West Med 1","EMS-Tac","Williamson County Fire/EMS"
4481,1181,"WC W FIRE 1","D","West Fire 1","Fire-Tac","Williamson County Fire/EMS"
4482,1182,"WC W FIRE 2","D","West Fire 2","Fire-Tac","Williamson County Fire/EMS"
4483,1183,"WC C MED 1","DE","Central Med 1","EMS-Tac","Williamson County Fire/EMS"
4484,1184,"WC C FIRE 1","D","Central Fire 1","Fire-Tac","Williamson County Fire/EMS"
4485,1185,"WC C FIRE 2","D","Central Fire 2","Fire-Tac","Williamson County Fire/EMS"
4486,1186,"JARRELL MED1","DE","Jarrell Med 1","EMS-Tac","Williamson County Fire/EMS"
4487,1187,"WC C FIRE 3","D","Central Fire 3","Fire-Tac","Williamson County Fire/EMS"
4488,1188,"WC C FIRE 4","D","Central Fire 4","Fire-Tac","Williamson County Fire/EMS"
4489,1189,"WC C MED 3","DE","Central Med 3","EMS-Tac","Williamson County Fire/EMS"
4490,118a,"WC C SCENE 1","D","Central Scene 1","Fire-Tac","Williamson County Fire/EMS"
4491,118b,"WC C SCENE 2","D","Central Scene 2","Fire-Tac","Williamson County Fire/EMS"
4492,118c,"GT Med 1","DE","Fire Medical 1","EMS-Tac","Williamson Co - Georgetown Fire"
4493,118d,"GT Med 2","DE","Fire Medical 2","EMS-Tac","Williamson Co - Georgetown Fire"
4494,118e,"GT Fire 1","D","Fire 1","Fire-Tac","Williamson Co - Georgetown Fire"
